xi,rest,sinusoid,damped
0,2.5,0,0
0.19634954084936207,2.5,0.19509032201612825,0.19035046759037519
0.39269908169872414,2.5,0.38268343236508978,0.36619746622067889
0.58904862254808621,2.5,0.55557023301960218,0.52147277277751869
0.78539816339744828,2.5,0.70710678118654746,0.6511170816646713
0.98174770424681035,2.5,0.83146961230254524,0.75123181078601808
1.1780972450961724,2.5,0.92387953251128674,0.81918132018221179
1.3744467859455345,2.5,0.98078528040323043,0.85364360079739321
1.5707963267948966,2.5,1,0.85460950754239395
1.7671458676442586,2.5,0.98078528040323043,0.82333254705564418
1.9634954084936207,2.5,0.92387953251128674,0.76223301647433761
2.1598449493429825,2.5,0.83146961230254546,0.67476186360360935
2.3561944901923448,2.5,0.70710678118654757,0.56523094994961554
2.5525440310417071,2.5,0.55557023301960218,0.43861740688366174
2.748893571891069,2.5,0.38268343236508989,0.30035045535287042
2.9452431127404308,2.5,0.19509032201612861,0.15608939807323735
3.1415926535897931,2.5,1.2246467991473532e-16,0.011501490431928678
3.3379421944391554,2.5,-0.19509032201612836,-0.1279519343702287
3.5342917352885173,2.5,-0.38268343236508967,-0.25721334399535206
3.7306412761378791,2.5,-0.55557023301960196,-0.37180404846733489
3.9269908169872414,2.5,-0.70710678118654746,-0.46797068754624133
4.1233403578366037,2.5,-0.83146961230254524,-0.54279874323714006
4.3196898986859651,2.5,-0.92387953251128652,-0.59429006957657182
4.5160394395353274,2.5,-0.98078528040323032,-0.62140290366567141
4.7123889803846897,2.5,-1,-0.62405429495132736
4.908738521234052,2.5,-0.98078528040323043,-0.60308630843841926
5.1050880620834143,2.5,-0.92387953251128663,-0.56019867047758498
5.3014376029327757,2.5,-0.83146961230254546,-0.49785168760680804
5.497787143782138,2.5,-0.70710678118654768,-0.41914424166777559
5.6941366846315002,2.5,-0.55557023301960218,-0.32767241869369512
5.8904862254808616,2.5,-0.38268343236509039,-0.22737484486227483
6.0868357663302239,2.5,-0.19509032201612872,-0.12237106987187212
6.2831853071795862,2.5,-2.4492935982947064e-16,-0.016799355944478449
6.4795348480289485,2.5,0.19509032201612825,0.085339991789078751
6.6758843888783108,2.5,0.38268343236508995,0.18033006287228762
6.8722339297276722,2.5,0.55557023301960184,0.26486649884065921
7.0685834705770345,2.5,0.70710678118654735,0.33616612995813766
7.2649330114263968,2.5,0.83146961230254524,0.39205178765720261
7.4612825522757582,2.5,0.92387953251128652,0.43101101400045749
7.6576320931251205,2.5,0.98078528040323032,0.45222746091286126
7.8539816339744828,2.5,1,0.45558484760036949
8.0503311748238442,2.5,0.98078528040323065,0.4416443837734203
8.2466807156732074,2.5,0.92387953251128674,0.41159753127455345
8.4430302565225688,2.5,0.83146961230254557,0.36719683396176506
8.6393797973719302,2.5,0.70710678118654835,0.31066826706616363
8.8357293382212934,2.5,0.55557023301960229,0.24460912077246011
9.0320788790706548,2.5,0.3826834323650905,0.1718758233054522
9.2284284199200179,2.5,0.19509032201612797,0.095466318289623597
9.4247779607693793,2.5,3.6739403974420594e-16,0.018401638660074274
9.6211275016187408,2.5,-0.19509032201612725,-0.056388829088107842
9.8174770424681039,2.5,-0.38268343236508984,-0.12617420864458251
10.013826583317465,2.5,-0.55557023301960173,-0.18851740164020395
10.210176124166829,2.5,-0.70710678118654791,-0.24135561582995982
10.40652566501619,2.5,-0.83146961230254512,-0.28306368662882492
10.602875205865551,2.5,-0.92387953251128641,-0.31249846835783962
10.799224746714915,2.5,-0.98078528040323054,-0.32902335131474436
10.995574287564276,2.5,-1,-0.33251274608308634
11.191923828413637,2.5,-0.98078528040323065,-0.32333713752853172
11.388273369263,2.5,-0.92387953251128674,-0.3023300199563001
11.584622910112362,2.5,-0.83146961230254557,-0.27073865720264789
11.780972450961723,2.5,-0.70710678118654846,-0.23016114613278418
11.977321991811086,2.5,-0.5555702330196024,-0.18247268272602393
12.173671532660448,2.5,-0.38268343236509061,-0.12974422518175802
12.370021073509811,2.5,-0.19509032201612808,-0.074156911981580628
12.566370614359172,2.5,-4.8985871965894128e-16,-0.017915623505792393
12.762720155208534,2.5,0.19509032201612714,0.03683502241366314
12.959069696057897,2.5,0.38268343236508973,0.088089169052599767
13.155419236907258,2.5,0.55557023301960162,0.13404996729992685
13.351768777756622,2.5,0.70710678118654779,0.17318924067008484
13.548118318605983,2.5,0.83146961230254501,0.20429472784769159
13.744467859455344,2.5,0.92387953251128641,0.22650360081987195
13.940817400304708,2.5,0.98078528040323043,0.23932152398793613
14.137166941154069,2.5,1,0.24262709282233161
14.33351648200343,2.5,0.98078528040323065,0.23666204780847813
14.529866022852794,2.5,0.92387953251128685,0.22200818024469221
14.726215563702155,2.5,0.83146961230254568,0.19955231267076437
14.922565104551516,2.5,0.70710678118654857,0.17044113286007737
15.11891464540088,2.5,0.55557023301960251,0.136027974168553
15.315264186250241,2.5,0.38268343236509073,0.097813857941502366
15.511613727099604,2.5,0.19509032201612822,0.057385240736894286
15.707963267948966,2.5,6.1232339957367663e-16,0.016350939233665249
15.904312808798327,2.5,-0.195090322016127,-0.023719358544971862
16.100662349647688,2.5,-0.38268343236508795,-0.061352739596539085
16.297011890497053,2.5,-0.55557023301960295,-0.095224845475600686
16.493361431346415,2.5,-0.70710678118654768,-0.12420405963176501
16.689710972195776,2.5,-0.83146961230254501,-0.14738672973119085
16.886060513045138,2.5,-0.92387953251128629,-0.1641224428526637
17.082410053894499,2.5,-0.9807852804032301,-0.17402878412326672
17.27875959474386,2.5,-1,-0.17699542759997486
17.475109135593225,2.5,-0.98078528040323032,-0.17317781603651639
17.671458676442587,2.5,-0.92387953251128685,-0.16298106863131079
17.867808217291948,2.5,-0.83146961230254579,-0.14703509949669388
18.06415775814131,2.5,-0.70710678118654868,-0.12616222296646171
18.260507298990671,2.5,-0.55557023301960407,-0.10133875584794381
18.456856839840036,2.5,-0.38268343236508923,-0.073652294795499632
18.653206380689397,2.5,-0.19509032201612833,-0.044256445339281025
18.849555921538759,2.5,-7.3478807948841188e-16,-0.014324806724347133
19.04590546238812,2.5,0.19509032201612689,0.014994024716143898
19.242255003237482,2.5,0.38268343236508784,0.042618777193531014
19.438604544086846,2.5,0.55557023301960284,0.067573658236483758
19.634954084936208,2.5,0.70710678118654757,0.089021065215259987
19.831303625785569,2.5,0.8314696123025449,0.10628782858400646
20.027653166634931,2.5,0.92387953251128629,0.11888424792087957
20.224002707484292,2.5,0.9807852804032301,0.12651548094023332
20.420352248333657,2.5,1,0.12908515076396138
20.616701789183018,2.5,0.98078528040323043,0.12669133517900619
20.81305133003238,2.5,0.92387953251128685,0.1196153823853877
21.009400870881741,2.5,0.83146961230254579,0.10830425095305175
21.205750411731103,2.5,0.70710678118654868,0.093347288875518311
21.402099952580464,2.5,0.55557023301960418,0.075448540937801345
21.598449493429829,2.5,0.38268343236508934,0.055395800185537011
21.79479903427919,2.5,0.19509032201612844,0.034027695161167444
21.991148575128552,2.5,8.5725275940314722e-16,0.012200128853914648
